Entity.ID,Entity.Name,SP_COUNTRY_NAME,SNL_INDUSTRY,Region
1018053,Hardwick Holding Company,USA,Bank,Georgia
100867,Harford Bank (OTCPK:HFBK),USA,Bank,Maryland
100314,Harleysville National Corporation,USA,Bank,Pennsylvania
4161900,Harmony Bank,USA,Bank,New Jersey
100452,"Harris Bankmont, Inc. (NASDAQGM:SUBBA)",USA,Bank,Illinois
4055910,Harvest Community Bank (OTCPK:HCBP),USA,Bank,New Jersey
100316,Hawkeye Bancorporation (NASDAQGM:HWKB),USA,Bank,Iowa
1023919,"Hawthorn Bancshares, Inc. (NASDAQGS:HWBK)",USA,Bank,Missouri
1006138,Haymarket Co-Operative Bank,USA,Bank,Massachusetts
106897,"HBancorporation, Inc.",USA,Bank,Alabama
1021441,"HBT Financial, Inc. (NASDAQGS:HBT)",USA,Bank,Illinois
1020166,HCB Financial Corp. (OTCPK:HCBN),USA,Bank,North Carolina
4260204,"HCBF Holding Company, Inc.",USA,Bank,Florida
100832,HCN Bank,USA,Bank,Ohio
4050095,HCSB Financial Corporation,USA,Bank,South Carolina
1022368,Heartland BancCorp (OTCPK:HLAN),USA,Bank,Ohio
113478,"Heartland Bancshares, Inc.",USA,Bank,Tennessee
4053212,"Heartland Bancshares, Inc.",USA,Bank,Tennessee
105369,"Heartland Bancshares, Incorporated",USA,Bank,Indiana
1021344,"Heartland Financial USA, Inc.",USA,Bank,Iowa
4072716,Hemet Bancorp,USA,Bank,California
1025187,"Henderson Bancshares, Inc.",USA,Bank,North Carolina
1018198,"Henry County Bancshares, Inc.",USA,Bank,Virginia
4199361,Herald National Bank,USA,Bank,New York
4041471,Heritage Bancorp Inc. (NASDAQGM:HBVA),USA,Bank,Virginia
1018321,"Heritage Bancorporation, Inc.",USA,Bank,Mississippi
4056104,"Heritage Bancshares, Inc.",USA,Bank,Minnesota
100825,"Heritage Bankshares, Inc.",USA,Bank,Virginia
4019167,Heritage Commerce Corp (NASDAQGS:HTBK),USA,Bank,California
1024198,Heritage Financial Corporation (NASDAQGS:HFWA),USA,Bank,Washington
4057367,Heritage Financial Holding Corp. (OTCPK:HBFH),USA,Bank,Texas
100311,"Heritage Financial Services, Inc. (NASDAQGM:HERS)",USA,Bank,Pennsylvania
100842,Heritage Oaks Bancorp (NASDAQGM:HEOP),USA,Bank,California
102544,"Heritage Southeast Bancorporation, Inc. (OTCPK:HSBI)",USA,Bank,Georgia
1016859,Herkimer Trust Corporation Inc. (OTCPK:HRKM),USA,Bank,New York
102168,HF Financial Corp.,USA,Bank,South Dakota
102236,HFB Financial Corporation (OTCPK:HFBA),USA,Bank,Louisiana
100312,Hibernia Corporation (NYSE:HIB),USA,Bank,Louisiana
113605,"High Country Bancorp, Inc. (OTCQX:HCBC)",USA,Bank,Colorado
1984020,High Country Bank,USA,Bank,Colorado
4080043,High Country Financial Corp. (NASDAQGM:HGCF),USA,Bank,North Carolina
1022855,High Point Bank Corporation,USA,Bank,North Carolina
100748,High Point Financial Corp. (NASDAQGM:HPFC),USA,Bank,New Hampshire
4072890,High Street Corporation (NASDAQGM:HSTC),USA,Bank,Ohio
4261669,"Highlands Bancorp, Inc. (OTCPK:HSBK)",USA,Bank,New Jersey
100797,"Highlands Bankshares, Inc. (OTCPK:HBSI)",USA,Bank,West Virginia
1024955,"Highlands Bankshares, Inc. (OTCPK:HLND)",USA,Bank,Virginia
4075530,Highlands Community Bank,USA,Bank,Virginia
4114004,Highlands State Bank,USA,Bank,New Jersey
1021748,Hills Bancorporation (OTCPK:HBIA),USA,Bank,Iowa
4093155,"Hilltop Community Bancorp, Inc. (NASDAQGM:HTBC)",USA,Bank,New Jersey
4051687,Hilltop Community Bank,USA,Bank,New Jersey
4383039,Hilltop Holdings Inc. (NYSE:HTH),USA,Bank,Texas
4169970,"HNB Bancorp, Inc. (OTCPK:HNBR)",USA,Bank,Missouri
100798,HNB Financial Group (OTCPK:HNBF),USA,Bank,Missouri
1024208,"Hocking Valley Bancshares, Inc. (OTCPK:HCKG)",USA,Bank,Ohio
4208452,"Home Bancorp, Inc. (NASDAQGS:HBCP)",USA,Bank,Louisiana
1022914,"Home Bancshares, Inc. (Conway, AR) (NYSE:HOMB)",USA,Bank,Arkansas
4092916,"Home Federal Bancorp, Inc.",USA,Bank,Indiana
4199696,Home Federal Holdings Corporation,USA,Bank,Indiana
102673,Home Financial Bancorp,USA,Bank,Indiana
100749,Home Interstate Bancorp (NASDAQGM:HISB),USA,Bank,California
4040477,Home Valley Bancorp Inc.,USA,Bank,Oregon
100324,Homeland Bankshares Corp (NASDAQGM:HLND),USA,Bank,Iowa
4090733,Homeland Community Bank,USA,Bank,Georgia
103809,"HomeStreet, Inc. (NASDAQGS:MCHB)",USA,Bank,Washington
100315,"Hometown Bancorporation, Inc. (NASDAQGM:HTWN)",USA,Bank,Connecticut
4097801,HomeTown Bank,USA,Bank,Virginia
1974006,HomeTown Bank of Villa Rica,USA,Bank,Georgia
1008916,"Hometown Bank, National Association",USA,Bank,Georgia
4242383,HomeTown Bankshares Corporation,USA,Bank,Virginia
4309281,"HomeTrust Bancshares, Inc. (NYSE:HTB)",USA,Bank,North Carolina
100313,HomeTrust Bank,USA,Bank,North Carolina
1020761,"Honat Bancorp, Inc. (OTCPK:HONT)",USA,Bank,Ohio
4055174,"Hope Bancorp, Inc. (NASDAQGS:HOPE)",USA,Bank,California
1991065,Hopewell Valley Community Bank (OTCPK:HWDY),USA,Bank,New Jersey
4002057,"HopFed Bancorp, Inc.",USA,Bank,Kentucky
100051,Horizon Bancorp (NJ),USA,Bank,New Jersey
4110921,"Horizon Bancorp, Inc. (Lake Havasu City, AZ)",USA,Bank,Arizona
100750,"Horizon Bancorp, Inc. (NASDAQGS:HBNC)",USA,Bank,Indiana
100574,"Horizon Bancorp, Inc. (OTCPK:HRRB)",USA,Bank,Kansas
1982040,Horizon Bank & Trust Company (NASDAQGM:HZBT),USA,Bank,Massachusetts
100799,"Horizon Banks, Inc.",USA,Bank,Michigan
1024822,Horizon Financial Corp.,USA,Bank,Washington
100050,Howard Bancorp,USA,Bank,Maryland
4120186,"Howard Bancorp, Inc.",USA,Bank,Maryland
100095,HSBC USA Inc.,USA,Bank,New York
100310,Hudson United Bancorp,USA,Bank,New Jersey
1016867,Hudson Valley Holding Corp.,USA,Bank,New York
1024859,Humboldt Bancorp (NASDAQGM:HBEK),USA,Bank,California
100307,Huntington Bancshares Incorporated (NASDAQGS:HBAN),USA,Bank,West Virginia
4601287,"Huron Valley Bancorp, Inc. (OTCPK:HVLM)",USA,Bank,Michigan
4096753,Huron Valley State Bank,USA,Bank,Michigan
1024573,IBERIABANK Corporation,USA,Bank,Louisiana
1020580,"IBT Bancorp, Inc.",USA,Bank,Michigan
1024725,IBW Financial Corporation (OTCPK:IBWC),USA,Bank,District of Columbia
4115451,ICB Financial (OTCPK:ICBN),USA,Bank,California
1020651,ICNB Financial Corp. (NASDAQGM:ICNB),USA,Bank,Ohio
4097100,Idaho Bancorp. (OTCPK:IDBC.Q),USA,Bank,Idaho
1026247,Idaho Banking Company,USA,Bank,Idaho
1024051,Idaho Independent Bank (OTCPK:IIBK),USA,Bank,Idaho
1021550,Illini Corporation,USA,Bank,Illinois
112080,"Illinois Community Bancorp, Inc.",USA,Bank,Illinois
100318,Imperial Bancorp (NYSE:IMP),USA,Bank,California
107432,"Imperial Capital Bancorp, Inc.",USA,Bank,California
100323,INB Financial Corporation,USA,Bank,Indiana
1027648,InBancshares,USA,Bank,Colorado
9829015,"InBankshares, Corp (OTCQX:INBC)",USA,Bank,Colorado
100322,Independence Bancorp,USA,Bank,New Jersey
100544,"Independence Bancorp, Inc. (NASDAQGM:IBNJ)",USA,Bank,New Jersey
4097408,"Independence Bancshares, Inc.",USA,Bank,South Carolina
4096278,Independence Bank,USA,Bank,Montana
1974020,Independence Bank (OTCPK:IPNC),USA,Bank,Kentucky
1984153,"Independent Alliance Banks, Inc.",USA,Bank,California
100816,Independent Bancorp of Arizona,USA,Bank,Arizona
1022650,"Independent BancShares, Inc. (OTCPK:IBFL)",USA,Bank,Florida
100325,Independent Bank Corp. (NASDAQGS:INDB),USA,Bank,Massachusetts
100319,Independent Bank Corporation (NASDAQGS:IBCP),USA,Bank,Michigan
4087983,"Independent Bank Group, Inc.",USA,Bank,Texas
100320,"Independent BankGroup, Inc.",USA,Bank,Texas
100759,"Independent Bankshares, Inc.",USA,Bank,Virginia
101005,"Independent Financial Network, Inc. (NASDAQGM:INFN)",USA,Bank,California
1019012,"Indian Head Banks, Inc.",USA,Bank,New Hampshire
1022539,Indian River Banking Company,USA,Bank,Florida
100054,"Indiana Bancshares, Inc.",USA,Bank,Indiana
4140656,Indiana Business Bancorp (OTCPK:IBBI),USA,Bank,Indiana
101857,Indiana Community Bancorp,USA,Bank,Indiana
4771567,Infinity Bancorp (OTCQB:INFT),USA,Bank,Georgia
1022754,"Inland Community Bank, National Association",USA,Bank,California
4056945,"InsCorp, Inc. (OTCQX:IBTN)",USA,Bank,Tennessee
100101,Integra Bank Corporation,USA,Bank,Indiana
100328,Integra Financial Corp. (NYSE:ITG),USA,Bank,Indiana
4641189,"Integrated Financial Holdings, Inc.",USA,Bank,North Carolina
4053754,Integrity Bancshares Inc. (OTCPK:ITYC.Q),USA,Bank,Georgia
4222538,"Integrity Bancshares, Inc.",USA,Bank,Maryland
4047216,Integrity Financial Corp. (NASDAQGM:IFCB),USA,Bank,North Carolina
100327,Interchange Financial Services Corp. (NASDAQGM:IFCJ),USA,Bank,New Jersey
100321,"Intercontinental Bank, National Association (NASDAQGM:ICBK)",USA,Bank,Florida
1981077,Intermountain Community Bancorp,USA,Bank,Idaho
101236,International Bancshares Corporation (NASDAQGS:IBOC),USA,Bank,Texas
1013618,International City Bank,USA,Bank,California
1023951,Intervest Bancshares Corporation (NASDAQGM:IBCA),USA,Bank,New York
101240,INTRUST Financial Corporation,USA,Bank,Kansas
4410473,Investar Holding Corporation (NASDAQGM:ISTR),USA,Bank,Louisiana
1032002,"Investors Bancorp, Inc. (NASDAQGS:ISBC)",USA,Bank,New Jersey
1023219,Investors Financial Corporation,USA,Bank,Indiana
1024768,Investors Financial Services Corp.,USA,Bank,Massachusetts
100751,Iowa First Bancshares Corp.,USA,Bank,Iowa
1021837,"Iron & Glass Bancorp, Inc.",USA,Bank,Pennsylvania
1974144,Ironbound Bankcorp (NASDAQGM:IBDB),USA,Bank,New Jersey
4015725,"Iroquois Bancorp, Inc. (NASDAQGM:IROQ)",USA,Bank,New York
100083,Irving Bank Corporation,USA,Bank,New York
100326,Irwin Financial Corporation,USA,Bank,Indiana
1022412,Isabella Bank Corporation (NASDAQCM:ISBA),USA,Bank,Michigan
4056789,"Island Bancorp, Inc.",USA,Bank,New York
1021705,Island National Bank & Trust Company,USA,Bank,New York
4051468,Islands Bancorp,USA,Bank,South Carolina
100333,J.P. Morgan & Co. Incorporated (NYSE:JPM),USA,Bank,New York
111663949,J.P. Morgan Europe Limited,USA,Bank,New York
4041254,"Jacksonville Bancorp, Inc.",USA,Bank,Florida
1027644,James Madison Limited,USA,Bank,Wisconsin
4053365,"James Monroe Bancorp, Inc.",USA,Bank,Virginia
100587,"James River Bankshares, Inc. (NASDAQGM:JRBK)",USA,Bank,Virginia
1011995,"JBT Bancorp, Inc. (OTCQX:JBTC)",USA,Bank,California
1023137,"JD Bancshares, Inc. (OTCQX:JDVB)",USA,Bank,Louisiana
100331,"JeffBanks, Inc. (NASDAQGM:JEFF)",USA,Bank,Pennsylvania
100329,"Jefferson Bancorp, Inc.",USA,Bank,Indiana
4158452,Jefferson Bank of Florida,USA,Bank,Florida
100330,"Jefferson Bankshares, Inc. (NASDAQGM:JBNK)",USA,Bank,Virginia
4425380,"Jefferson Bankshares, Inc. (OTCPK:JFBF)",USA,Bank,Virginia
100332,Jefferson National Bank,USA,Bank,Virginia
100606,Jeffersonville Bancorp (OTCQB:JFBC),USA,Bank,New York
1022209,Jersey Bank for Savings,USA,Bank,New Jersey
1004759,Jewett City Trust Company,USA,Bank,Connecticut
4823341,"John Marshall Bancorp, Inc. (NASDAQCM:JMSB)",USA,Bank,Virginia
4101795,John Marshall Bank,USA,Bank,Virginia
100201,JPMorgan Chase & Co. (NYSE:JPM),USA,Bank,New York
1014500,"JPMorgan Chase Bank, N.A.",USA,Bank,New York
1013698,JSB Financial Inc. (OTCPK:JFWV),USA,Bank,West Virginia
1022467,"JTNB Bancorp, Inc. (OTCPK:JTNB)",USA,Bank,Texas
100607,Juniata Valley Financial Corp. (OTCQX:JUVF),USA,Bank,Pennsylvania
1020454,Katahdin Bankshares Corp. (OTCQX:KTHN),USA,Bank,Maine
1023326,Kaweah National Bank (OTCPK:KWNB),USA,Bank,California
1017833,"Kentucky Bancshares, Inc.",USA,Bank,Kentucky
1014305,Kerman State Bank,USA,Bank,California
1023021,Keweenaw Financial Corporation (OTCEM:KEFI),USA,Bank,Michigan
108286,"Key Florida Bancorp., Inc. (NASDAQGM:KEYB)",USA,Bank,Florida
100334,KeyCorp (NYSE:KEY),USA,Bank,Ohio
100338,"Keystone Financial, Inc. (NASDAQGM:KSTN)",USA,Bank,Pennsylvania
100336,"Keystone Heritage Group, Inc. (NYSEAM:KHG)",USA,Bank,Pennsylvania
1023830,"Killbuck Bancshares, Inc. (OTCPK:KLIB)",USA,Bank,Ohio
1032886,Kinderhook Bank Corp.,USA,Bank,New York
1024376,"Kingston Bancshares, Inc.",USA,Bank,Tennessee
1020595,"Kish Bancorp, Inc. (OTCQX:KISB)",USA,Bank,Pennsylvania
100340,L.S.B. Bancshares Inc. of South Carolina (NASDAQGM:LBSC),USA,Bank,South Carolina
1027652,La Jolla Bancorp,USA,Bank,California
100339,Lafayette American Bank (NASDAQGM:LABK),USA,Bank,Michigan
1019702,Lafayette Bancorporation,USA,Bank,Indiana
4055258,Lafayette Community Bancorp,USA,Bank,Indiana
100592,"Lake Ariel Bancorp., Inc. (NASDAQGM:LABN)",USA,Bank,Pennsylvania
1013930,Lake Community Bank,USA,Bank,California
1024766,Lake Ridge Bancorp Inc. (OTCQX:LRBI),USA,Bank,Indiana
100345,Lake Shore Bancorporation (NASDAQGM:LSNB),USA,Bank,New York
1022451,"Lakeland Bancorp, Inc.",USA,Bank,New Jersey
100608,Lakeland Financial Corporation (NASDAQGS:LKFN),USA,Bank,Indiana
9375679,"Lakeside Bancshares, Inc. (OTCPK:LKSB)",USA,Bank,Georgia
1020559,Lamar Capital Corp. (NASDAQGM:LCCO),USA,Bank,Texas
100343,Landmark Bancorp (NASDAQGM:LMBC),USA,Bank,Michigan
4220415,"Landmark Bancorp, Inc.",USA,Bank,Kansas
102409,"Landmark Bancorp, Inc. (NASDAQGM:LARK)",USA,Bank,Kansas
1027627,Landmark Bancshares Corporation,USA,Bank,Missouri
4065622,Landmark Community Bank,USA,Bank,Tennessee
4064288,Landmark National Bank (OTCBB:LMRK),USA,Bank,Kansas
1027703,"Landmark/Community Bancorp, Inc.",USA,Bank,Pennsylvania
100880,"Lanier Bankshares, Incorporated",USA,Bank,Georgia
100094,LaSalle National Corporation,USA,Bank,Illinois
1024161,Latah Bancorporation Inc. (NASDAQGM:LHBW),USA,Bank,Idaho
4159169,"Layton Park Financial Group, Inc.",USA,Bank,Wisconsin
1015851,Layton State Bank,USA,Bank,Wisconsin
4047115,LCNB Corp. (NASDAQCM:LCNB),USA,Bank,Ohio
4183600,"Ledyard Financial Group, Inc. (OTCQX:LFGP)",USA,Bank,New Hampshire
1023314,Ledyard National Bank,USA,Bank,New Hampshire
4053231,Legacy Bank (NASDAQGM:LBOH),USA,Bank,Ohio
4077092,"Legacy Bank, N.A.",USA,Bank,New Mexico
4101236,Legacy State Bank,USA,Bank,Georgia
4122259,"LegacyTexas Financial Group, Inc.",USA,Bank,Texas
4085906,"Legends Financial Holdings, Inc.",USA,Bank,Tennessee
4213397,LendingClub Corporation (NYSE:LC),USA,Bank,California
100609,Letchworth Independent Bancshares Corporation (NASDAQGM:LEBC),USA,Bank,New York
4170465,"Level One Bancorp, Inc.",USA,Bank,Michigan
100610,Levy Bancorp,USA,Bank,California
4142614,Lewis & Clark Bancorp (OTCPK:LWCL),USA,Bank,Oregon
1011516,Lewistown Trust Company (OTCPK:LEWI),USA,Bank,Pennsylvania
102658,Lexington B&L Financial Corp.,USA,Bank,Kentucky
4066306,"Liberty Bancorp (South San Francisco, CA)",USA,Bank,California
4133968,Liberty Bancorp Inc.,USA,Bank,Missouri
100162,Liberty Bancorp Inc. (Oklahoma City) (NASDAQGM:LBNA),USA,Bank,Oklahoma
1021814,"Liberty Bancshares, Inc. (Ada, OH) (OTCPK:LBSI)",USA,Bank,Ohio
100611,Liberty Bank,USA,Bank,Connecticut
1009906,Liberty Bank,USA,Bank,Connecticut
4089241,Liberty Bell Bank (OTCPK:LBBB),USA,Bank,New Jersey
1974229,"Liberty National Bancshares, Inc.",USA,Bank,Oklahoma
100342,Liberty National Bank,USA,Bank,Oklahoma
26560535,"Liberty Northwest Bancorp, Inc. (OTCEM:LBNW)",USA,Bank,Oregon
4025300,"Lifestore Financial Group, Inc. (OTCPK:LSFG)",USA,Bank,North Carolina
4156381,Lighthouse Bank,USA,Bank,California
1022071,"Limestone Bancorp, Inc.",USA,Bank,Kentucky
4040449,Lincoln Bancorp (NASDAQGM:LNCB),USA,Bank,Nebraska
1000674,Lincoln Bank,USA,Bank,Nebraska
1020497,"LINKBANCORP, Inc. (NASDAQCM:LNKB)",USA,Bank,Pennsylvania
10831687,"LINKBANCORP, Inc. (OTCPK:LNKB)",USA,Bank,Pennsylvania
4226853,"Live Oak Bancshares, Inc. (NYSE:LOB)",USA,Bank,North Carolina
1009430,Liverpool Community Bank,USA,Bank,New York
100612,"LNB Bancorp, Inc.",USA,Bank,Ohio
1031013,Local Financial Corp. (NASDAQGM:LFIN),USA,Bank,Oklahoma
102569,Logansport Financial Corp. (OTCQB:LOGN),USA,Bank,Indiana
102648,London Financial Corp. (OTCPK:LONF),USA,Bank,Ohio
4040704,Long Island Financial Corp.,USA,Bank,New York
4086559,Longleaf Community Bank,USA,Bank,Florida
1024728,Los Robles Bancorp (NASDAQGM:LSRB),USA,Bank,California
4137394,"Lotus Bancorp, Inc.",USA,Bank,California
1011959,Lumbee Guaranty Bank (OTCQX:LUMB),USA,Bank,North Carolina
1031084,Luther Burbank Corporation,USA,Bank,California
1021549,"Luxemburg Bancshares, Inc.",USA,Bank,Wisconsin
1021791,Luzerne National Bank Corporation,USA,Bank,Pennsylvania
1008151,LyndonBank (NASDAQGM:LYSB),USA,Bank,Vermont
1021806,Lyons Bancorp Inc. (OTCQX:LYBC),USA,Bank,New York
4050540,"M&F Bancorp, Inc. (OTCPK:MFBP)",USA,Bank,North Carolina
1017986,M&M Financial Corporation,USA,Bank,Illinois
100253,M&T Bank Corporation (NYSE:MTB),USA,Bank,New York
4004314,Macatawa Bank Corporation,USA,Bank,Michigan
1019295,Mackinac Financial Corporation (NASDAQGM:MFNC),USA,Bank,Michigan
100552,"Madison Bancshares Group, Ltd. (OTCPK:MADB)",USA,Bank,Wisconsin
4066021,Madison Bancshares Inc. (NASDAQGM:MDBS),USA,Bank,Wisconsin
4095155,"Madison County Financial, Inc. (OTCPK:MCBK)",USA,Bank,Wisconsin
1991005,Magna Bank,USA,Bank,Missouri
100348,"Magna Group, Inc. (NYSE:MGR)",USA,Bank,Missouri
101025,"Mahoning National Bancorp, Inc. (NASDAQGM:MGNB)",USA,Bank,Ohio
4041591,"Main Street Bancorp, Inc. (NASDAQGM:MBNK)",USA,Bank,Pennsylvania
101204,Main Street Banks Inc. (NASDAQGM:MSBK),USA,Bank,Georgia
1022251,"Main Street Banks, Inc.",USA,Bank,Georgia
4073341,"Main Street BankShares, Inc. (NASDAQGM:MSBS)",USA,Bank,Virginia
4089444,Main Street Financial Services Corp. (OTCPK:MSWV),USA,Bank,West Virginia
1032030,Main Street Financial Services Corp. (OTCQX:MSWV),USA,Bank,West Virginia
1024742,"Main Street Trust, Inc. (NASDAQGM:MSTI)",USA,Bank,Illinois
1023994,"Mainline Bancorp, Inc.",USA,Bank,Pennsylvania
100513,"MainSource Financial Group, Inc.",USA,Bank,Indiana
4763529,"MainStreet Bancshares, Inc. (NASDAQCM:MNSB)",USA,Bank,Virginia
4091656,MainStreet Bank,USA,Bank,Virginia
4048222,"MainStreet BankShares, Inc.",USA,Bank,Virginia
100397,MainStreet Financial Corporation (NASDAQGM:MSBC),USA,Bank,Georgia
4190220,"Malvern Bancorp, Inc.",USA,Bank,Pennsylvania
4044312,"Manasota Group, Inc.",USA,Bank,Florida
100613,Manchester State Bank (OTCPK:MACB),USA,Bank,Michigan
4153182,Manhattan Bancorp (OTCPK:MNHN),USA,Bank,California
1005143,"Manor Bank (Manor, PA) (OTCPK:MANR)",USA,Bank,Pennsylvania
1027626,Manufacturers Hanover Corporation,USA,Bank,New York
100361,Manufacturers National Corp. (NASDAQGM:MNTL),USA,Bank,Michigan
100770,Marathon Bancorp (NASDAQGM:MARB),USA,Bank,California
27318786,"Marathon Bancorp, Inc. (NASDAQCM:MBBC)",USA,Bank,Washington
4087000,"Marco Community Bancorp, Inc.",USA,Bank,Florida
4870001,"Marine Bancorp of Florida, Inc. (OTCPK:MBOF)",USA,Bank,Florida
114010,"Marine Bancshares, Inc. (OTCPK:MBSK)",USA,Bank,California
1011863,Marine National Bank,USA,Bank,California
101073,Maritime Bank & Trust Company (OTCPK:MTMB),USA,Bank,Michigan
100368,Mark Twain Bancshares Inc. (NYSE:MTB),USA,Bank,Missouri
4089372,Marlin Business Services Corp.,USA,Bank,New Jersey
1021400,Marquette National Corporation (OTCQX:MNAT),USA,Bank,Illinois
4440938,"Mars Bancorp, Inc.",USA,Bank,Pennsylvania
1016024,Mars Bank,USA,Bank,Pennsylvania
100364,Marshall & Ilsley Corporation (NYSE:MI),USA,Bank,Wisconsin
1013345,Marshall National Bank & Trust Company,USA,Bank,Virginia
4073150,"Maryland Bankcorp, Inc. (OTCPK:MBKP)",USA,Bank,Maryland
1011775,Maryland Permanent Bank & Trust Company,USA,Bank,Maryland
100538,"Mason-Dixon Bancshares, Inc. (NASDAQGM:MSDX)",USA,Bank,Maryland
101229,"Matewan BancShares, Inc. (NASDAQGM:MATE)",USA,Bank,West Virginia
1014583,Mauch Chunk Trust Company,USA,Bank,Pennsylvania
4066275,Mauch Chunk Trust Financial Corp. (OTCPK:MCHT),USA,Bank,Pennsylvania
4135798,"Maverick Bancshares, Inc.",USA,Bank,California
102316,"MB Financial, Inc.",USA,Bank,Illinois
1004845,"MBT Bancshares, Inc. (OTCPK:MBKL)",USA,Bank,Michigan
4056273,MBT Financial Corp. (NASDAQGM:MBTF),USA,Bank,Michigan
107015,MCB Financial Corp. (NYSEAM:MCB),USA,Bank,California
1023364,"McIntosh Bancshares, Inc.",USA,Bank,Georgia
4066076,"MCNB Banks, Inc. (OTCPK:MKIN)",USA,Bank,West Virginia
1015510,Mechanics Bancorp (NASDAQGS:MCHB),USA,Bank,California
102645,Mechanics Savings Bank,USA,Bank,Maine
4086098,Medallion Bank,USA,Bank,Utah
100354,Mellon Financial Corporation (NYSE:MEL),USA,Bank,Pennsylvania
100303,Mellon Psfs Bancorporation (NASDAQGM:GNBC),USA,Bank,Pennsylvania
1018583,"Mercantile Bancorp, Inc. (OTCPK:MBR)",USA,Bank,Missouri
100367,"Mercantile Bancorporation, Inc. (NYSE:MTL)",USA,Bank,Missouri
113567,Mercantile Bank Corporation (NASDAQGS:MBWM),USA,Bank,Michigan
100362,Mercantile Bankshares Corporation,USA,Bank,Maryland
1022144,Mercantile Capital Corporation,USA,Bank,Florida
100113,Mercantile Texas Corporation (ARCA:MBK),USA,Bank,Texas
1020707,Mercersburg Financial Corporation,USA,Bank,Pennsylvania
100114,Merchant Bank of California,USA,Bank,California
100801,"Merchants & Manufacturers Bancorporation, Inc.",USA,Bank,Wisconsin
4206027,"Merchants & Marine Bancorp, Inc. (OTCQX:MNMB)",USA,Bank,California
1005309,Merchants & Marine Bank,USA,Bank,California
4149826,Merchants Bancorp (NASDAQCM:MBIN),USA,Bank,Indiana
1027866,"Merchants Bancorp, Inc.",USA,Bank,Indiana
1027477,"Merchants Bancorp, Inc.",USA,Bank,Indiana
100571,"Merchants Bancorp, Inc. (NASDAQGM:MBIA)",USA,Bank,Indiana
100353,"Merchants Bancshares, Inc. (NASDAQCM:MBVT)",USA,Bank,Vermont
1018105,Merchants Capital Corp. (OTCPK:MCTA.A),USA,Bank,Indiana
1019626,"Merchants Financial Group, Inc. (OTCPK:MFGI)",USA,Bank,Minnesota
100057,Merchants National Corporation,USA,Bank,Indiana
100352,"Merchants New York Bancorp, Inc. (NASDAQGM:MBNY)",USA,Bank,New York
101201,Merchants of Shenandoah Ban-Corp (NASDAQGM:MSHN),USA,Bank,Virginia
100363,"Meridian Bancorp, Inc. (NASDAQGM:MRDN)",USA,Bank,California
4096260,Meridian Corporation (NASDAQGS:MRBK),USA,Bank,Pennsylvania
101224,Merit Holding Corporation (NASDAQGM:MRET),USA,Bank,Georgia
1023823,"Merrill Merchants Bancshares, Inc.",USA,Bank,Maine
4048256,"Metro Bancorp, Inc.",USA,Bank,Pennsylvania
4160157,"Metro Bancshares, Inc.",USA,Bank,Georgia
100864,Metro Bank,USA,Bank,Pennsylvania
100560,Metro Financial Corp. (NASDAQGM:MFIN),USA,Bank,Arkansas
1032532,"Metro-County Bank of Virginia, Inc.",USA,Bank,Virginia
100584,MetroBanCorp (NASDAQGM:METB),USA,Bank,Alabama
100350,Metrobank (NYSEAM:MBN),USA,Bank,Texas
4565120,"MetroCity Bankshares, Inc. (NASDAQGS:MCBS)",USA,Bank,Georgia
4039909,"MetroCorp Bancshares, Inc.",USA,Bank,Texas
4100037,MetroPacific Bank (OTCPK:MPBK),USA,Bank,California
100059,"Metropolitan Bancorp, Inc.",USA,Bank,Arkansas
4050644,Metropolitan Bank Holding Corp. (NYSE:MCB),USA,Bank,New York
1020921,Metropolitan State Bank (NASDAQGM:MEPL),USA,Bank,Minnesota
10404397,"Mi Bancorp, Inc.",USA,Bank,Michigan
4039815,Michigan Community Bancorp Ltd.,USA,Bank,Michigan
100506,Michigan Financial Corporation (NASDAQGM:MFCB),USA,Bank,Michigan
1032841,"Michigan Heritage Bancorp, Inc.",USA,Bank,Michigan
100360,Michigan National Corporation,USA,Bank,Michigan
100355,"Mid Am, Inc. (NASDAQGM:MIAM)",USA,Bank,Ohio
100614,"Mid Penn Bancorp, Inc. (NASDAQGM:MPB)",USA,Bank,Pennsylvania
1012680,Mid Valley Bank (NASDAQGM:MIVB),USA,Bank,California
100347,Mid-America Bancorp (NYSEAM:MAB),USA,Bank,Kentucky
4120418,"Mid-America Bancshares, Inc.",USA,Bank,Tennessee
100615,Mid-Atlantic Bankcorp,USA,Bank,Virginia
1018430,"Mid-South Bancorp, Inc.",USA,Bank,Louisiana
4025934,Mid-State Bancshares,USA,Bank,California
1984026,Mid-Valley Bank (NASDAQGM:MVBO),USA,Bank,California
1020379,"Mid-Wisconsin Financial Services, Inc.",USA,Bank,Wisconsin
4076566,MidCarolina Financial Corporation,USA,Bank,North Carolina
1018329,Midcity Financial Corporation,USA,Bank,Louisiana
4275132,"MidCoast Community Bancorp, Inc. (OTCPK:MDCT)",USA,Bank,California
1024214,Middleburg Financial Corporation,USA,Bank,Virginia
1020162,Middlebury National Corporation (OTCPK:MDVT),USA,Bank,Vermont
1022345,Middlefield Banc Corp. (NASDAQCM:MBCN),USA,Bank,Ohio
100616,"Midland Bancorporation, Incorporated (NASDAQGM:MDLB)",USA,Bank,Michigan
1022911,"Midland States Bancorp, Inc. (NASDAQGS:MSBI)",USA,Bank,Illinois
